Generación;Media;Maximo;Binarios;Minimo
80;0.99881874;0.998818976;111111111101100101001001111010;0.998817933
81;0.955098386;0.998818976;111111111101100101001001111010;0.561614296
82;0.99881886;0.998818976;111111111101100101001001111010;0.998817993
83;0.998818965;0.998818983;111111111101100101001001111110;0.998818888
84;0.998818953;0.998818983;111111111101100101001001111110;0.998818888
85;0.998818947;0.998818983;111111111101100101001001111110;0.998818886
86;0.998818947;0.998818983;111111111101100101001001111110;0.998818886
87;0.998831162;0.998940948;111111111101110101001001101010;0.998818888
88;0.986729174;0.998940948;111111111101110101001001101010;0.877799063
89;0.986838994;0.999795112;111111111111100101001001001011;0.877799033
90;0.974834613;0.999795201;111111111111100101001001111011;0.877799033
91;0.999429073;0.999795201;111111111111100101001001111011;0.998818888
92;0.999331463;0.999795201;111111111111100101001001111011;0.998818888
93;0.999612139;0.999795201;111111111111100101001001111011;0.998818977
94;0.999792053;0.999795201;111111111111100101001001111011;0.999764687
95;0.999791959;0.999795201;111111111111100101001001111011;0.999764687
96;0.999792055;0.999795201;111111111111100101001001111011;0.999764687
97;0.999404998;0.999795201;111111111111100101001001111011;0.995893166
98;0.999795201;0.999795201;111111111111100101001001111011;0.999795201
99;0.999600004;0.999795201;111111111111100101001001111011;0.99784323
100;0.999795201;0.999795201;111111111111100101001001111011;0.999795201
